"QYEAR","NEWID","SEQNO","ALCNO","REC_ORIG","TELBSNZ","TELBSNZ_","TELRESD","TELRESD_","TELCELL","TELCELL_","TINTNET","TINTNET_","TCABLE","TCABLE_","BILPERD","BILPERD_","QADINE1X","QADI_E1X","QADINE2X","QADI_E2X","QADINE3X","QADI_E3X","QADCAB1X","QADC_B1X","QADCAB2X","QADC_B2X","QADCAB3X","QADC_B3X","TELRES1X","TELR_S1X","TELRES2X","TELR_S2X","TELRES3X","TELR_S3X","TELCEL1X","TELC_L1X","TELCEL2X","TELC_L2X","TELCEL3X","TELC_L3X","QADAPG1X","QADA_G1X","QADAPG2X","QADA_G2X","QADAPG3X","QADA_G3X"
"20141",2752722,40,0,"1",.,"A","1","D",,"A","1","D","1","D",,"A",49,"F",49,"F",49,"F",69,"F",69,"F",69,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2752762,27,0,"1",0.33,"D",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",20,"D",20,"D",20,"D",.,"A",.,"A",.,"A"
"20141",2752772,24,0,"1",.,"A",,"A","2","D","1","D","2","D",,"A",40,"D",40,"D",40,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",125,"F",125,"F",125,"F",.,"A",.,"A",.,"A"
"20141",2752782,23,0,"1",.,"A","1","D",,"A","1","D","1","D",,"A",40,"D",40,"D",40,"D",75,"D",75,"D",75,"D",40,"F",40,"F",40,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2752792,17,0,"1",.,"A",,"A","2","D","1","D","2","D",,"A",0,"D",0,"D",0,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",136,"F",136,"F",136,"F",.,"A",.,"A",.,"A"
"20141",2752812,32,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",250,"D",250,"D",250,"D",.,"A",.,"A",.,"A"
"20141",2752812,33,0,"1",.,"A","1","D",,"A","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",196,"D",196,"D",196,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2752822,32,0,"1",.,"A","1","D",,"A","1","D","2","D",,"A",35,"F",5,"F",5,"F",.,"A",.,"A",.,"A",4,"F",34,"F",34,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2752822,33,0,"1",.,"A",,"A","2","D","1","D","2","D",,"A",35,"F",35,"F",35,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",121,"F",125,"F",125,"F",.,"A",.,"A",.,"A"
"20141",2752842,19,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",90,"D",90,"D",90,"D",.,"A",.,"A",.,"A"
"20141",2752854,31,0,"1",.,"A","1","D",,"A","1","D","2","D",,"A",25,"D",25,"D",25,"D",.,"A",.,"A",.,"A",188,"F",188,"F",188,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2752854,32,0,"1",.,"A","1","D",,"A","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",25,"D",25,"D",25,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2752862,31,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",188,"D",188,"D",188,"D",.,"A",.,"A",.,"A"
"20141",2752872,21,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",101,"D",101,"D",101,"D",.,"A",.,"A",.,"A"
"20141",2752892,27,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",65,"D",65,"D",65,"D",.,"A",.,"A",.,"A"
"20141",2752902,23,0,"1",.,"A",,"A","2","D","1","D","2","D",,"A",50,"D",50,"D",50,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",80,"F",80,"F",80,"F",.,"A",.,"A",.,"A"
"20141",2752922,42,0,"1",.,"A","1","D",,"A","1","D","1","D",,"A",50,"F",49,"F",28,"F",80,"F",70,"F",83,"F",23,"F",34,"F",42,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2752922,43,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",245,"D",245,"D",245,"D",.,"A",.,"A",.,"A"
"20141",2752942,55,0,"1",0.1,"D",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",225,"D",225,"D",225,"D",.,"A",.,"A",.,"A"
"20141",2752982,49,0,"1",.,"A","1","D",,"A","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",30,"D",30,"D",30,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2752982,50,0,"1",.,"A",,"A","2","D","1","D","2","D",,"A",0,"F",0,"F",0,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",180,"F",180,"F",180,"F",.,"A",.,"A",.,"A"
"20141",2752992,25,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",73,"D",73,"D",73,"D",.,"A",.,"A",.,"A"
"20141",2753022,29,0,"1",.,"A","1","D",,"A","1","D","1","D",,"A",25,"D",25,"D",25,"D",60,"D",60,"D",60,"D",45,"F",60,"F",45,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2753062,46,0,"1",.,"A","1","D",,"A","1","D","1","D",,"A",40,"D",40,"D",40,"D",106,"D",106,"D",106,"D",95,"F",94,"F",96,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2753062,47,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",238,"D",235,"D",237,"D",.,"A",.,"A",.,"A"
"20141",2753072,49,0,"1",.,"A","1","D",,"A","1","D","1","D",,"A",57,"D",57,"D",57,"D",101,"D",101,"D",101,"D",47,"F",47,"F",47,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2753072,50,0,"1",0.45,"D",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",149,"D",149,"D",149,"D",.,"A",.,"A",.,"A"
"20141",2753102,41,0,"1",.,"A","1","D",,"A","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",90,"D",89,"D",89,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2753102,42,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",145,"D",145,"D",145,"D",.,"A",.,"A",.,"A"
"20141",2753112,20,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",50,"D",50,"D",50,"D",.,"A",.,"A",.,"A"
"20141",2753142,20,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",50,"D",50,"D",50,"D",.,"A",.,"A",.,"A"
"20141",2753162,32,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",75,"D",75,"D",75,"D",.,"A",.,"A",.,"A"
"20141",2753212,31,0,"1",.,"A",,"A","2","D","1","D","2","D",,"A",0,"D",0,"D",0,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",48,"F",48,"F",48,"F",0,"D",0,"D",0,"D"
"20141",2753212,32,0,"1",.,"A","1","D",,"A","1","D","1","D",,"A",0,"D",0,"D",0,"D",0,"D",0,"D",0,"D",200,"F",200,"F",200,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2753225,14,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",65,"D",65,"D",65,"D",.,"A",.,"A",.,"A"
"20141",2753242,84,0,"1",.,"A","1","D",,"A","1","D","1","D",,"A",25,"F",25,"F",0,"F",45,"F",45,"F",0,"F",67,"F",67,"F",137,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2753242,85,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",180,"D",180,"D",180,"D",.,"A",.,"A",.,"A"
"20141",2753272,13,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",80,"D",80,"D",80,"D",.,"A",.,"A",.,"A"
"20141",2753302,12,0,"1",.,"A",,"A","2","D","1","D","2","D",,"A",30,"F",30,"F",30,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",100,"F",100,"F",100,"F",.,"A",.,"A",.,"A"
"20141",2753382,63,0,"1",0.5,"D",,"A","2","D","2","F","2","F",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",149,"F",230,"F",129,"F",.,"A",.,"A",.,"A"
"20141",2753402,29,0,"1",.,"A","1","D",,"A","1","D","2","D",,"A",40,"D",40,"D",40,"D",.,"A",.,"A",.,"A",30,"F",30,"F",30,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2753402,30,0,"1",.,"A",,"A","2","D","1","D","2","D",,"A",0,"D",0,"D",0,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",175,"F",175,"F",175,"F",.,"A",.,"A",.,"A"
"20141",2753412,44,0,"1",.,"A","1","D",,"A","1","D","1","D",,"A",29,"D",29,"D",29,"D",85,"D",85,"D",85,"D",31,"F",31,"F",31,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2753412,45,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",230,"D",230,"D",230,"D",.,"A",.,"A",.,"A"
"20141",2753422,22,0,"1",.,"A","1","D",,"A","1","D","2","D",,"A",50,"D",50,"D",50,"D",.,"A",.,"A",.,"A",30,"F",30,"F",30,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2753432,19,0,"1",.,"A","1","D",,"A","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",39,"D",39,"D",39,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2753432,20,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",50,"D",50,"D",50,"D",.,"A",.,"A",.,"A"
"20141",2753442,11,0,"1",.,"A",,"A","2","D","1","D","2","D",,"A",20,"D",20,"D",20,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",80,"F",80,"F",80,"F",.,"A",.,"A",.,"A"
"20141",2753452,32,0,"1",.,"A",,"A","2","D","1","D","1","D",,"A",50,"D",50,"D",50,"D",80,"D",80,"D",80,"D",.,"A",.,"A",.,"A",250,"F",250,"F",250,"F",.,"A",.,"A",.,"A"
"20141",2753462,49,0,"1",.,"A","1","D",,"A","1","D","1","D",,"A",25,"D",25,"D",25,"D",55,"D",55,"D",55,"D",30,"F",30,"F",30,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2753512,21,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",150,"D",150,"D",150,"D",.,"A",.,"A",.,"A"
"20141",2753532,23,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",220,"D",220,"D",219,"D",.,"A",.,"A",.,"A"
"20141",2753562,30,0,"1",.,"A","1","D",,"A","1","D","2","D",,"A",40,"F",40,"F",40,"F",.,"A",.,"A",.,"A",49,"F",49,"F",49,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2753572,34,0,"1",0.5,"D",,"A","2","D","1","D","2","D",,"A",25,"F",27,"F",27,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",48,"F",46,"F",46,"F",.,"A",.,"A",.,"A"
"20141",2753572,35,0,"1",0.95,"D",,"A","2","D","1","D","2","D",,"A",30,"F",30,"F",30,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2753582,10,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",110,"D",110,"D",110,"D",.,"A",.,"A",.,"A"
"20141",2753594,12,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",75,"D",75,"D",75,"D",.,"A",.,"A",.,"A"
"20141",2753612,11,0,"1",.,"A","1","D",,"A","1","F","1","F",,"A",.,"A",.,"A",43,"F",.,"A",.,"A",83,"F",33,"F",162,"F",60,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2753622,36,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",298,"D",298,"D",298,"D",.,"A",.,"A",.,"A"
"20141",2753622,37,0,"1",.,"A","1","D",,"A","1","D","2","D",,"A",30,"F",30,"F",30,"F",.,"A",.,"A",.,"A",31,"F",31,"F",31,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2753662,47,0,"1",.,"A","1","D",,"A","1","D","1","D",,"A",40,"D",40,"D",40,"D",80,"D",80,"D",80,"D",40,"F",40,"F",40,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2753672,50,0,"1",.,"A",,"A","2","D","1","D","2","D",,"A",25,"D",25,"D",25,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",59,"F",59,"F",59,"F",.,"A",.,"A",.,"A"
"20141",2753682,15,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",98,"D",98,"D",98,"D",.,"A",.,"A",.,"A"
"20141",2753772,32,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",260,"D",245,"D",280,"D",.,"A",.,"A",.,"A"
"20141",2753782,31,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",35,"D",35,"D",35,"D",.,"A",.,"A",.,"A"
"20141",2753812,25,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",85,"D",85,"D",85,"D",.,"A",.,"A",.,"A"
"20141",2753822,38,0,"1",.,"A","1","D",,"A","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",57,"D",57,"D",57,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2753822,39,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",58,"D",58,"D",58,"D",.,"A",.,"A",.,"A"
"20141",2753852,30,0,"1",.,"A","1","D",,"A","1","D","2","D",,"A",40,"D",40,"D",40,"D",.,"A",.,"A",.,"A",42,"F",42,"F",42,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2753872,28,0,"1",.,"A","1","D",,"A","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",100,"D",100,"D",70,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2753872,29,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",40,"D",40,"D",40,"D",.,"A",.,"A",.,"A"
"20141",2753942,15,0,"1",.,"A","1","D",,"A","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",80,"D",52,"D",46,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2753952,33,0,"1",.,"A","1","D",,"A","1","D","1","D",,"A",30,"D",30,"D",30,"D",111,"D",111,"D",111,"D",30,"F",30,"F",30,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2753962,29,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",180,"D",180,"D",180,"D",.,"A",.,"A",.,"A"
"20141",2753972,14,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",214,"D",214,"D",214,"D",.,"A",.,"A",.,"A"
"20141",2753982,44,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",155,"D",216,"D",160,"D",.,"A",.,"A",.,"A"
"20141",2753982,45,0,"1",.,"A","1","D",,"A","1","D","2","D",,"A",40,"D",40,"D",40,"D",.,"A",.,"A",.,"A",20,"F",20,"F",20,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2753992,17,0,"1",.,"A","1","D","2","D","1","F","2","F",,"A",50,"F",.,"A",40,"F",.,"A",.,"A",.,"A",32,"G",29,"G",30,"G",68,"G",58,"G",60,"G",.,"A",.,"A",.,"A"
"20141",2754052,29,0,"1",.,"A","1","D",,"A","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",30,"D",30,"D",30,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2754052,30,0,"1",.,"A",,"A","2","D","1","D","2","D",,"A",50,"D",50,"D",50,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",80,"F",80,"F",80,"F",.,"A",.,"A",.,"A"
"20141",2754072,48,0,"1",0.5,"D",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",45,"D",45,"D",45,"D",.,"A",.,"A",.,"A"
"20141",2754092,9,0,"1",.,"A",,"A","2","D","1","D","2","D",,"A",30,"D",30,"D",30,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",70,"F",70,"F",70,"F",.,"A",.,"A",.,"A"
"20141",2754112,19,0,"1",.,"A","1","D",,"A","2","F","2","F",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",40,"F",29,"F",40,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2754122,47,0,"1",0.4,"D",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",97,"D",82,"D",83,"D",.,"A",.,"A",.,"A"
"20141",2754152,40,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",197,"D",197,"D",197,"D",.,"A",.,"A",.,"A"
"20141",2754212,49,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",93,"D",84,"D",86,"D",.,"A",.,"A",.,"A"
"20141",2754212,50,0,"1",.,"A","1","D",,"A","1","D","1","D",,"A",48,"F",48,"F",48,"F",76,"F",76,"F",76,"F",33,"F",33,"F",33,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2754222,43,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",180,"D",180,"D",180,"D",.,"A",.,"A",.,"A"
"20141",2754222,44,0,"1",.,"A","1","D",,"A","1","D","2","D",,"A",27,"F",27,"F",27,"F",.,"A",.,"A",.,"A",79,"F",79,"F",79,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2754242,18,0,"1",.,"A","1","D",,"A","1","D","1","D",,"A",40,"F",40,"F",40,"F",85,"F",85,"F",85,"F",50,"F",50,"F",50,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2754242,19,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",150,"D",150,"D",150,"D",.,"A",.,"A",.,"A"
"20141",2754252,13,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",85,"D",85,"D",85,"D",.,"A",.,"A",.,"A"
"20141",2754262,15,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",200,"D",200,"D",200,"D",.,"A",.,"A",.,"A"
"20141",2754262,16,0,"1",.,"A",,"A","2","D","2","F","2","F",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",200,"F",200,"F",200,"F",.,"A",.,"A",.,"A"
"20141",2754262,17,0,"1",.,"A","1","D",,"A","1","D","2","D",,"A",30,"F",30,"F",30,"F",.,"A",.,"A",.,"A",25,"F",25,"F",25,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2754302,49,0,"1",.,"A",,"A","2","D","1","D","2","D",,"A",27,"F",27,"F",27,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",265,"F",265,"F",265,"F",.,"A",.,"A",.,"A"
"20141",2754302,50,0,"1",.,"A","1","D",,"A","1","D","1","D",,"A",50,"F",50,"F",0,"F",170,"F",170,"F",0,"F",30,"F",30,"F",250,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2754312,47,0,"1",.,"A","1","D",,"A","1","D","2","D",,"A",0,"D",0,"D",0,"D",.,"A",.,"A",.,"A",100,"F",100,"F",100,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2754322,11,0,"1",.,"A","1","D",,"A","1","D","2","D",,"A",20,"F",20,"F",20,"F",.,"A",.,"A",.,"A",15,"F",15,"F",15,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2754365,13,0,"1",.,"A",,"A","2","D","1","D","2","D",,"A",60,"F",60,"F",60,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",100,"F",100,"F",100,"F",.,"A",.,"A",.,"A"
"20141",2754392,22,0,"1",.,"A","1","D","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",38,"G",37,"G",38,"G",92,"G",93,"G",92,"G",.,"A",.,"A",.,"A"
"20141",2754402,14,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",75,"D",75,"D",75,"D",.,"A",.,"A",.,"A"
"20141",2754412,25,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",261,"D",261,"D",261,"D",.,"A",.,"A",.,"A"
"20141",2754422,18,0,"1",.,"A","1","D",,"A","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",20,"D",20,"D",95,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2754432,9,0,"1",.,"A","1","D",,"A","2","D","1","D",,"A",.,"A",.,"A",.,"A",70,"D",70,"D",70,"D",10,"F",10,"F",10,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2754452,4,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",40,"D",40,"D",40,"D",.,"A",.,"A",.,"A"
"20141",2754472,47,0,"1",.,"A",,"A","2","D","1","D","2","D",,"A",40,"D",40,"D",40,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",200,"F",200,"F",200,"F",.,"A",.,"A",.,"A"
"20141",2754492,11,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",40,"D",40,"D",40,"D",.,"A",.,"A",.,"A"
"20141",2754492,12,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",29,"D",29,"D",29,"D",.,"A",.,"A",.,"A"
"20141",2754542,19,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",160,"D",160,"D",160,"D",.,"A",.,"A",.,"A"
"20141",2754562,41,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",222,"D",222,"D",222,"D",.,"A",.,"A",.,"A"
"20141",2754562,42,0,"1",.,"A","1","D",,"A","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",200,"D",200,"D",200,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2754582,45,0,"1",.,"A","1","D",,"A","1","D","1","D",,"A",35,"D",35,"D",35,"D",60,"D",60,"D",60,"D",45,"F",45,"F",45,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2754582,46,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",170,"D",170,"D",170,"D",.,"A",.,"A",.,"A"
"20141",2754592,14,0,"1",.,"A",,"A","2","D","2","D","2","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",90,"D",90,"D",90,"D",.,"A",.,"A",.,"A"
"20141",2754605,12,0,"1",.,"A",,"A","2","D","1","D","2","D",,"A",10,"F",10,"F",10,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",110,"F",110,"F",110,"F",.,"A",.,"A",.,"A"
"20141",2754662,47,0,"1",0.62,"D",,"A","2","D","1","D","2","D",,"A",0,"F",0,"F",0,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",61,"F",61,"F",61,"F",.,"A",.,"A",.,"A"
