NEWID,REFMO,REFYR,UCC,PUBFLAG,VALUE_,IMPNUM,VALUE
03440204,01,2017,900000,2,,4,3046.9167
03440204,01,2017,900000,2,,5,3298.25
03440204,02,2017,900000,2,,1,3170.25
03440204,02,2017,900000,2,,2,3225.1667
03440204,02,2017,900000,2,,3,3206
03440204,02,2017,900000,2,,4,3046.9167
03440204,02,2017,900000,2,,5,3298.25
03440204,03,2017,900000,2,,1,3170.25
03440204,03,2017,900000,2,,2,3225.1667
03440204,03,2017,900000,2,,3,3206
03440204,03,2017,900000,2,,4,3046.9167
03440204,03,2017,900000,2,,5,3298.25
03440204,01,2017,980000,2,,1,3170.25
03440204,01,2017,980000,2,,2,3225.1667
03440204,01,2017,980000,2,,3,3206
03440204,01,2017,980000,2,,4,3046.9167
03440204,01,2017,980000,2,,5,3298.25
03440204,02,2017,980000,2,,1,3170.25
03440204,02,2017,980000,2,,2,3225.1667
03440204,02,2017,980000,2,,3,3206
03440204,02,2017,980000,2,,4,3046.9167
03440204,02,2017,980000,2,,5,3298.25
03440204,03,2017,980000,2,,1,3170.25
03440204,03,2017,980000,2,,2,3225.1667
03440204,03,2017,980000,2,,3,3206
03440204,03,2017,980000,2,,4,3046.9167
03440204,03,2017,980000,2,,5,3298.25
03440224,01,2017,900030,2,,1,1334
03440224,01,2017,900030,2,,2,1334
03440224,01,2017,900030,2,,3,1334
03440224,01,2017,900030,2,,4,1334
03440224,01,2017,900030,2,,5,1334
03440224,02,2017,900030,2,,1,1334
03440224,02,2017,900030,2,,2,1334
03440224,02,2017,900030,2,,3,1334
03440224,02,2017,900030,2,,4,1334
03440224,02,2017,900030,2,,5,1334
03440224,03,2017,900030,2,,1,1334
03440224,03,2017,900030,2,,2,1334
03440224,03,2017,900030,2,,3,1334
03440224,03,2017,900030,2,,4,1334
03440224,03,2017,900030,2,,5,1334
03440224,01,2017,900170,2,,1,116.6667
03440224,01,2017,900170,2,,2,116.6667
