"QYEAR","NEWID","SEQNO","ALCNO","REC_ORIG","UTILY","UTILY_","WHATPROP","WHAT_ROP","BLPERIOD","BLPE_IOD","QFUELADZ","QFUE_ADZ","UTLPTYPE","UTLP_YPE","UTIL1","UTIL1_","UTIL2","UTIL2_","UTIL3","UTIL3_","UTIL4","UTIL4_","UTIL5","UTIL5_","UTIL6","UTIL6_","UTIL7","UTIL7_","UTIL8","UTIL8_","UTIL9","UTIL9_","QADFUL1X","QADF_L1X","QADFUL2X","QADF_L2X","QADFUL3X","QADF_L3X"
"20134",2680673,21,0,"1","100","D","40","D",,"A",1,"D","4","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",50,"D",59,"D",59,"D"
"20134",2680673,22,0,"1","110","D","40","D",,"A",1,"D","4","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",20,"D",20,"D",20,"D"
"20134",2680733,34,0,"1","100","D","01","D",,"A",1,"D","1","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",146,"D",146,"D",146,"D"
"20134",2680733,35,0,"1","205","D","01","D",,"A",1,"D","1","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",40,"D",40,"D",40,"D"
"20134",2680733,36,0,"1","210","D","01","D","3","D",1,"D","1","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",0,"D",91,"D",0,"D"
"20134",2680763,37,0,"1","100","D","01","D",,"A",1,"D","1","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",139,"D",172,"D",125,"D"
"20134",2680763,38,0,"1","110","D","01","D",,"A",1,"D","1","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",40,"D",30,"D",26,"D"
"20134",2680763,39,0,"1","205","D","01","D","3","D",1,"D","1","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",0,"D",0,"D",78,"D"
"20134",2680763,40,0,"1","210","D","01","D","2","D",1,"D","1","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",109,"D",0,"D",109,"D"
"20134",2680803,21,0,"1","100","D","01","D",,"A",1,"D","1","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",88,"D",81,"D",48,"D"
"20134",2680803,22,0,"1","205","D","01","D","3","D",1,"D","1","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",48,"D",0,"D",0,"D"
"20134",2680803,23,0,"1","130","D","01","D","5","D",1,"D","1","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",0,"D",592,"D",0,"D"
"20134",2680823,24,0,"1","100","D","01","D",,"A",1,"D","1","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",225,"D",254,"D",231,"D"
"20134",2680823,25,0,"1","900","D","01","D",,"A",1,"D","1","D","210","D","270","D","205","D",,"A",,"A",,"A",,"A",,"A",,"A",.,"H",.,"H",.,"H"
"20134",2680823,25,9,"1","205","D","01","D",,"A",.,"A","1","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",28,"E",26,"E",26,"E"
"20134",2680823,25,10,"1","210","D","01","D",,"A",.,"A","1","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",17,"E",15,"E",14,"E"
