"NEWID","AGE","AGE_","AMTFED","AMTFED_","ANFEDTX","ANFEDTX_","ANGOVRTX","ANGO_RTX","ANPRVPNX","ANPR_PNX","ANRRDEDX","ANRR_EDX","ANSLTX","ANSLTX_","ARM_FORC","ARM__ORC","CU_CODE","EARNER","EARNER_","EARNTYPE","EARN_YPE","EDUCA","EDUCA_","EMPLCONT","EMPL_ONT","FARMINCX","FARM_NCX","FARMLOSS","FARM_OSS","GOVRETX","GOVRETX_","GROSPAYX","GROS_AYX","IN_COLL","IN_COLL_","INC_HRSQ","INC__RSQ","INCMEDCR","INCM_DCR","INCNONWK","INCN_NWK","INCOMEY","INCOMEY_","INCORP","INCORP_","INCWEEKQ","INCW_EKQ","INDRETX","INDRETX_","JSSDEDX","JSSDEDX_","MARITAL","MEDICOV","MEDICOV_","MEMBNO","NFRMLOSS","NFRM_OSS","NONFARMX","NONF_RMX","OCCUCODE","OCCU_ODE","PAYPERD","PAYPERD_","PRIVPENX","PRIV_ENX","PWRKSTAT","PWRK_TAT","RRRDEDX","RRRDEDX_","RRRETIRX","RRRE_IRX","SALARYX","SALARYX_","SCHMLWKQ","SCHM_WKQ","SCHMLWKX","SCHM_WKX","SEX","SLFEMPSS","SLFE_PSS","SLTAXX","SLTAXX_","SOCRRX","SOCRRX_","SS_RRQ","SS_RRQ_","SSIX","SSIX_","SSNORM","SSNORM_","SALARYB","SALARYB_","SALARYBX","SALA_YBX","NONFARMB","NONF_RMB","NONFRMBX","NONF_MBX","FARMINCB","FARM_NCB","FRMINCBX","FRMI_CBX","RRRETIRB","RRRE_IRB","RRRETRBX","RRRE_RBX","SSIB","SSIB_","SSIBX","SSIBX_","HORIGIN","HISPANIC","HISP_NIC","MEMBRACE","RC_WHITE","RC_W_ITE","RC_BLACK","RC_B_ACK","RC_NATAM","RC_N_TAM","RC_ASIAN","RC_A_IAN","RC_PACIL","RC_P_CIL","RC_OTHER","RC_O_HER","RC_DK","RC_DK_","ASIAN","ASIAN_","ANFEDTXM","ANFE_TXM","ANGOVRTM","ANGO_RTM","ANPRVPNM","ANPR_PNM","ANRRDEDM","ANRR_EDM","ANSLTXM","ANSLTXM_","FARMINCM","FARM_NCM","FARMINC1","FARMINC2","FARMINC3","FARMINC4","FARMINC5","FARMINCI","JSSDEDXM","JSSD_DXM","JSSDEDX1","JSSDEDX2","JSSDEDX3","JSSDEDX4","JSSDEDX5","NONFARMM","NONF_RMM","NONFARM1","NONFARM2","NONFARM3","NONFARM4","NONFARM5","NONFARMI","RRRETIRM","RRRE_IRM","RRRETIR1","RRRETIR2","RRRETIR3","RRRETIR4","RRRETIR5","RRRETIRI","SALARYXM","SALA_YXM","SALARYX1","SALARYX2","SALARYX3","SALARYX4","SALARYX5","SALARYXI","SLFEMPSM","SLFE_PSM","SLFEMPS1","SLFEMPS2","SLFEMPS3","SLFEMPS4","SLFEMPS5","SOCRRXM","SOCRRXM_","SOCRRX1","SOCRRX2","SOCRRX3","SOCRRX4","SOCRRX5","SSIXM","SSIXM_","SSIX1","SSIX2","SSIX3","SSIX4","SSIX5","SSIXI"
2530675,37,"D",.,"C",.,"B",.,"A",.,"A",.,"A",.,"B","2","D","1","1","D","1","D","6","D","2","D",.,"A",,"A",.,"A",.,"C","3","D",36,"D",,"A",,"A","1","D",,"A",52,"D",.,"A",4208,"D","1",,"A",1,,"A",.,"A","03","D","2","D",.,"A","1","D",.,"A",.,"A",.,"C",.,"A",.,"A","2",0,"D",.,"C",0,"D",.,"A",.,"A","2","D","08","D",55000,"D",,"A",.,"A",,"A",.,"A",,"A",.,"A",,"A",.,"A","1","2","D","1","1","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"B",.,"A",.,"A",.,"A",.,"B",.,"A",.,.,.,.,.,100,4708.4,"D",4081,5024,4916,5069,4452,.,"A",.,.,.,.,.,100,.,"A",.,.,.,.,.,100,61549.2,"D",53349,65676,64262,66260,58199,301,0,"D",0,0,0,0,0,0,"D",0,0,0,0,0,.,"A",.,.,.,.,.,100
2530675,12,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A","3",,"A",,"A",,"A",,"A",.,"A",,"A",.,"A",.,"A",,"A",.,"A",,"A",,"A",,"A",,"A",.,"A",.,"A",.,"A","5",,"A",3,,"A",.,"A",,"A",,"A",.,"A",,"A",.,"A",.,"A",.,"A",.,"A",.,"A","1",.,"A",.,"A",.,"A",.,"A",.,"A",,"A",,"A",.,"A",,"A",.,"A",,"A",.,"A",,"A",.,"A",,"A",.,"A","1","2","D","1","1","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,.,.,.,.,.,.,"A",.,.,.,.,.,.,"A",.,.,.,.,.,.,.,"A",.,.,.,.,.,.,.,"A",.,.,.,.,.,.,.,"A",.,.,.,.,.,.,"A",.,.,.,.,.,.,"A",.,.,.,.,.,.
2530675,8,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A","3",,"A",,"A",,"A",,"A",.,"A",,"A",.,"A",.,"A",,"A",.,"A",,"A",,"A",,"A",,"A",.,"A",.,"A",.,"A","5",,"A",4,,"A",.,"A",,"A",,"A",.,"A",,"A",.,"A",.,"A",.,"A",.,"A",.,"A","2",.,"A",.,"A",.,"A",.,"A",.,"A",,"A",,"A",.,"A",,"A",.,"A",,"A",.,"A",,"A",.,"A",,"A",.,"A","1","2","D","1","1","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,.,.,.,.,.,.,"A",.,.,.,.,.,.,"A",.,.,.,.,.,.,.,"A",.,.,.,.,.,.,.,"A",.,.,.,.,.,.,.,"A",.,.,.,.,.,.,"A",.,.,.,.,.,.,"A",.,.,.,.,.,.
2530675,37,"D",.,"B",.,"B",.,"B",.,"B",.,"B",.,"B","2","D","2","1","D","1","D","4","D",,"B",.,"A",,"A",.,"B",.,"B","3","D",40,"D",,"A",,"A","1","D",,"A",52,"D",.,"A",0,"D","1",,"A",5,,"A",.,"A","01","D",,"B",.,"B","1","D",.,"B",.,"A",.,"B",.,"A",.,"A","1",0,"D",.,"B",0,"D",.,"A",.,"A",,"A",,"B",.,"B",,"A",.,"A",,"A",.,"A",,"A",.,"A",,"A",.,"A","1","2","D","1","1","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"B",.,"B",.,"B",.,"B",.,"B",.,"A",.,.,.,.,.,100,2697.4,"D",2190,4625,2487,2045,2140,.,"A",.,.,.,.,.,100,.,"A",.,.,.,.,.,100,35260.6,"D",28626,60459,32509,26730,27979,201,0,"D",0,0,0,0,0,0,"D",0,0,0,0,0,.,"A",.,.,.,.,.,100
2530695,26,"D",.,"C",.,"B",.,"A",.,"A",.,"A",.,"B","2","D","1","1","D","4","D","8","D","2","D",.,"A",,"A",.,"A",250,"D","1","D",20,"D",,"A",,"A","1","D",,"A",24,"D",.,"A",0,"D","1",,"A",1,,"A",.,"A","04","D","2","D",.,"A","1","D",.,"A",.,"A",.,"C",.,"A",.,"A","2",0,"D",.,"C",0,"D",.,"A",.,"A","2","D",,"C",.,"B",,"A",.,"A",,"A",.,"A",,"A",.,"A",,"A",.,"A","2",,"A","4",,"A",,"A",,"A","4","D",,"A",,"A",,"A","1","D",.,"B",.,"A",.,"A",.,"A",.,"B",.,"A",.,.,.,.,.,100,1234.8,"D",1220,488,2476,228,1762,.,"A",.,.,.,.,.,100,.,"A",.,.,.,.,.,100,16138.6,"D",15945,6379,32362,2974,23033,201,0,"D",0,0,0,0,0,0,"D",0,0,0,0,0,.,"A",.,.,.,.,.,100
2530695,28,"D",.,"C",.,"B",.,"A",.,"A",.,"A",.,"B","2","D","2","1","D","3","D","8","D","2","D",.,"A",,"A",.,"A",.,"C","3","D",40,"D",,"A",,"A","1","D",,"A",32,"D",.,"A",6120,"D","1",,"A",2,,"A",.,"A","03","D",,"C",.,"A","1","D",.,"A",.,"A",80000,"D",.,"A",.,"A","1",0,"D",.,"C",0,"D",.,"A",.,"A","2","D",,"A",.,"A",,"A",.,"A",,"A",.,"A",,"A",.,"A",,"A",.,"A","2",,"A","4",,"A",,"A",,"A","4","D",,"A",,"A",,"A","1","D",.,"B",.,"A",.,"A",.,"A",.,"B",.,"A",.,.,.,.,.,100,6120,"D",6120,6120,6120,6120,6120,.,"A",.,.,.,.,.,100,.,"A",.,.,.,.,.,100,80000,"D",80000,80000,80000,80000,80000,100,0,"D",0,0,0,0,0,0,"D",0,0,0,0,0,.,"A",.,.,.,.,.,100
2530705,41,"D",.,"C",.,"B",.,"A",.,"A",.,"A",.,"A","2","D","1","1","D","1","D","7","D","2","D",.,"A",,"A",.,"A",2500,"D","1","D",36,"D",,"A",,"A","4","D",,"A",52,"D",.,"A",5126,"D","1","2","D",1,,"A",.,"A","03","D","2","D",.,"A","1","D",.,"A",.,"A",67000,"D",.,"A",.,"A","1",0,"D",.,"A",0,"D",.,"A",.,"A",,"A",,"A",.,"A",,"A",.,"A",,"A",.,"A",,"A",.,"A",,"A",.,"A","2",,"A","1","1","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"B",.,"A",.,"A",.,"A",.,"A",.,"A",.,.,.,.,.,100,5126,"D",5126,5126,5126,5126,5126,.,"A",.,.,.,.,.,100,.,"A",.,.,.,.,.,100,67000,"D",67000,67000,67000,67000,67000,100,0,"D",0,0,0,0,0,0,"D",0,0,0,0,0,.,"A",.,.,.,.,.,100
2530705,40,"D",.,"C",.,"B",.,"A",.,"A",.,"A",.,"A","2","D","2","1","D","1","D","6","D","2","D",.,"A",,"A",.,"A",2500,"D","3","D",36,"D",,"A",,"A","4","D",,"A",52,"D",.,"A",4208,"D","1","2","D",2,,"A",.,"A","03","D","2","D",.,"A","1","D",.,"A",.,"A",55000,"D",.,"A",.,"A","2",0,"D",.,"A",0,"D",.,"A",.,"A",,"A",,"A",.,"A",,"A",.,"A",,"A",.,"A",,"A",.,"A",,"A",.,"A","2",,"A","1","1","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"B",.,"A",.,"A",.,"A",.,"A",.,"A",.,.,.,.,.,100,4208,"D",4208,4208,4208,4208,4208,.,"A",.,.,.,.,.,100,.,"A",.,.,.,.,.,100,55000,"D",55000,55000,55000,55000,55000,100,0,"D",0,0,0,0,0,0,"D",0,0,0,0,0,.,"A",.,.,.,.,.,100
2530705,16,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A","2","D","3","2","D",,"A","2","D",,"A",.,"A",,"A",.,"A",.,"A",,"A",.,"A",,"A","3","D",,"A",,"A",0,"D",.,"A",.,"A","5",,"A",3,,"A",.,"A",,"A",,"A",.,"A",,"A",.,"A",.,"A",.,"A",.,"A",.,"A","1",.,"A",.,"A",0,"D",.,"A",.,"A",,"A",,"A",.,"A",,"A",.,"A",,"A",.,"A",,"A",.,"A",,"A",.,"A","2",,"A","1","1","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,.,.,.,.,100,.,"A",.,.,.,.,.,.,"A",.,.,.,.,.,100,.,"A",.,.,.,.,.,100,.,"A",.,.,.,.,.,100,.,"A",.,.,.,.,.,0,"D",0,0,0,0,0,.,"A",.,.,.,.,.,100
2530705,10,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A","3",,"A",,"A",,"A",,"A",.,"A",,"A",.,"A",.,"A",,"A",.,"A",,"A",,"A",,"A",,"A",.,"A",.,"A",.,"A","5",,"A",4,,"A",.,"A",,"A",,"A",.,"A",,"A",.,"A",.,"A",.,"A",.,"A",.,"A","2",.,"A",.,"A",.,"A",.,"A",.,"A",,"A",,"A",.,"A",,"A",.,"A",,"A",.,"A",,"A",.,"A",,"A",.,"A","2",,"A","1","1","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,.,.,.,.,.,.,"A",.,.,.,.,.,.,"A",.,.,.,.,.,.,.,"A",.,.,.,.,.,.,.,"A",.,.,.,.,.,.,.,"A",.,.,.,.,.,.,"A",.,.,.,.,.,.,"A",.,.,.,.,.,.
2530745,70,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A","1","2","D",,"A","8","D",,"A",.,"A",,"A",.,"A",.,"A","3","D",.,"A","2","D","1","D",,"A",,"A",0,"D",.,"A",.,"A","1",,"A",1,,"A",.,"A",,"A",,"A",.,"A",,"A",.,"A",.,"C",.,"A",.,"A",.,"A","2",.,"A",.,"A",0,"D",12,"D",.,"A",,"A",,"A",.,"A",,"A",.,"A",,"A",.,"A",,"C",.,"B",,"A",.,"A","2",,"A","1","1","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,.,.,.,.,100,.,"A",.,.,.,.,.,.,"A",.,.,.,.,.,100,1001,"D",850,881,1182,1103,989,201,.,"A",.,.,.,.,.,100,.,"A",.,.,.,.,.,13176,"D",11364,11736,15348,14400,13032,.,"A",.,.,.,.,.,100
2530745,72,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A","2","2","D",,"A","7","D",,"A",.,"A",,"A",.,"A",.,"A","3","D",.,"A","2","D","1","D",,"A",,"A",0,"D",.,"A",.,"A","1",,"A",2,,"A",.,"A",,"A",,"A",.,"A",,"A",.,"A",.,"C",.,"A",.,"A",.,"A","1",.,"A",.,"A",0,"D",12,"D",.,"A",,"A",,"A",.,"A",,"A",.,"A",,"A",.,"A",,"C",.,"B",,"A",.,"A","2",,"A","1","1","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,.,.,.,.,100,.,"A",.,.,.,.,.,.,"A",.,.,.,.,.,100,1512.2,"D",1581,1486,1280,2248,966,201,.,"A",.,.,.,.,.,100,.,"A",.,.,.,.,.,18734,"D",19560,18420,15948,27564,12180,.,"A",.,.,.,.,.,100
2530755,45,"D",.,"C",.,"B",.,"A",.,"A",.,"A",.,"B","2","D","1","1","D","4","D","3","D","2","D",.,"A",,"A",.,"A",270,"D",,"A",17,"D",,"A",,"A","1","D",,"A",47,"D",.,"A",972,"D","3","1","D",1,,"A",.,"A","03","D","1","D",.,"A","1","D",.,"A",.,"A",12700,"D",.,"A",.,"A","2",0,"D",.,"C",0,"D",.,"A",.,"A","1","D",,"A",.,"A",,"A",.,"A",,"A",.,"A",,"A",.,"A",,"A",.,"A","1","4","D","1","1","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"B",.,"A",.,"A",.,"A",.,"B",.,"A",.,.,.,.,.,100,972,"D",972,972,972,972,972,.,"A",.,.,.,.,.,100,.,"A",.,.,.,.,.,100,12700,"D",12700,12700,12700,12700,12700,100,0,"D",0,0,0,0,0,0,"D",0,0,0,0,0,.,"A",.,.,.,.,.,100
2530765,26,"D",.,"C",.,"B",.,"A",.,"A",.,"A",.,"B","2","D","1","1","D","1","D","7","D","1","D",.,"A",,"A",.,"A",3000,"D","3","D",40,"D",,"A",,"A","1","D",,"A",52,"D",.,"A",5814,"D","1","1","D",1,,"A",.,"A","01","D","6","D",.,"A","1","D",.,"A",.,"A",76000,"D",.,"A",.,"A","2",0,"D",.,"C",0,"D",.,"A",.,"A",,"A",,"A",.,"A",,"A",.,"A",,"A",.,"A",,"A",.,"A",,"A",.,"A","2",,"A","1","1","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"B",.,"A",.,"A",.,"A",.,"B",.,"A",.,.,.,.,.,100,5814,"D",5814,5814,5814,5814,5814,.,"A",.,.,.,.,.,100,.,"A",.,.,.,.,.,100,76000,"D",76000,76000,76000,76000,76000,100,0,"D",0,0,0,0,0,0,"D",0,0,0,0,0,.,"A",.,.,.,.,.,100
2530765,28,"D",.,"C",.,"B",.,"A",.,"A",.,"A",.,"B","2","D","2","1","D","1","D","7","D","1","D",.,"A",,"A",.,"A",1900,"D","3","D",50,"D",,"A",,"A","3","D",,"A",52,"D",.,"A",3978,"D","1","1","D",2,,"A",.,"A","02","D","2","D",.,"A","1","D",.,"A",.,"A",52000,"D",.,"A",.,"A","1",0,"D",.,"C",0,"D",.,"A",.,"A",,"A",,"A",.,"A",,"A",.,"A",,"A",.,"A",,"A",.,"A",,"A",.,"A","2",,"A","1","1","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"B",.,"A",.,"A",.,"A",.,"B",.,"A",.,.,.,.,.,100,3978,"D",3978,3978,3978,3978,3978,.,"A",.,.,.,.,.,100,.,"A",.,.,.,.,.,100,52000,"D",52000,52000,52000,52000,52000,100,0,"D",0,0,0,0,0,0,"D",0,0,0,0,0,.,"A",.,.,.,.,.,100
2530775,49,"D",.,"C",.,"B",.,"A",.,"A",.,"A",.,"B","2","D","1","1","D","1","D","4","D","1","D",.,"A",,"A",.,"A",.,"C","3","D",40,"D",,"A",,"A","1","D",,"A",52,"D",.,"A",5891,"D","1","2","D",1,,"A",.,"A","10","D","2","D",.,"A","1","D",.,"A",.,"A",77000,"D",.,"A",.,"A","1",0,"D",.,"C",0,"D",.,"A",.,"A",,"A",,"A",.,"A",,"A",.,"A",,"A",.,"A",,"A",.,"A",,"A",.,"A","2",,"A","6","1","D",,"A",,"A",,"A",,"A","6","D",,"A",,"A",.,"B",.,"A",.,"A",.,"A",.,"B",.,"A",.,.,.,.,.,100,5891,"D",5891,5891,5891,5891,5891,.,"A",.,.,.,.,.,100,.,"A",.,.,.,.,.,100,77000,"D",77000,77000,77000,77000,77000,100,0,"D",0,0,0,0,0,0,"D",0,0,0,0,0,.,"A",.,.,.,.,.,100
2530775,48,"D",.,"C",.,"B",.,"A",.,"A",.,"A",.,"B","2","D","2","1","D","1","D","3","D","1","D",.,"A",,"A",.,"A",.,"C",,"A",40,"D",,"A",,"A","1","D",,"A",52,"D",.,"A",2142,"D","1","2","D",2,,"A",.,"A","10","D","2","D",.,"A","1","D",.,"A",.,"A",28000,"D",.,"A",.,"A","2",0,"D",.,"C",0,"D",.,"A",.,"A",,"A",,"A",.,"A",,"A",.,"A",,"A",.,"A",,"A",.,"A",,"A",.,"A","1","1","D","1",,"A",,"A",,"A",,"A",,"A","6","D",,"A",,"A",.,"B",.,"A",.,"A",.,"A",.,"B",.,"A",.,.,.,.,.,100,2142,"D",2142,2142,2142,2142,2142,.,"A",.,.,.,.,.,100,.,"A",.,.,.,.,.,100,28000,"D",28000,28000,28000,28000,28000,100,0,"D",0,0,0,0,0,0,"D",0,0,0,0,0,.,"A",.,.,.,.,.,100
2530785,34,"D",.,"C",.,"B",.,"A",.,"A",.,"A",.,"A","2","D","1","1","D","1","D","7","D","2","D",.,"A",,"A",.,"A",1300,"D","2","D",40,"D",,"A",,"A","1","D",,"A",52,"D",.,"A",2678,"D","5",,"C",1,,"A",.,"A","10","D","2","D",.,"A","1","D",.,"A",.,"A",35000,"D",.,"A",.,"A","2",0,"D",.,"A",0,"D",.,"A",.,"A",,"A",,"A",.,"A",,"A",.,"A",,"A",.,"A",,"A",.,"A",,"A",.,"A","2",,"A","2",,"A","2","D",,"A",,"A",,"A",,"A",,"A",,"A",.,"B",.,"A",.,"A",.,"A",.,"A",.,"A",.,.,.,.,.,100,2678,"D",2678,2678,2678,2678,2678,.,"A",.,.,.,.,.,100,.,"A",.,.,.,.,.,100,35000,"D",35000,35000,35000,35000,35000,100,0,"D",0,0,0,0,0,0,"D",0,0,0,0,0,.,"A",.,.,.,.,.,100
2530795,54,"D",.,"C",.,"B",.,"A",.,"B",.,"A",.,"B","2","D","1","1","D","3","D","4","D","1","D",.,"A",,"A",.,"A",.,"C","3","D",45,"D",,"A",,"A","1","D",,"A",49,"D",.,"A",8415,"D","1","2","D",1,,"A",.,"A","03","D","2","D",.,"C","1","D",.,"A",.,"A",110000,"D",.,"A",.,"A","2",0,"D",.,"C",0,"D",.,"A",.,"A",,"A",,"A",.,"A",,"A",.,"A",,"A",.,"A",,"A",.,"A",,"A",.,"A","2",,"A","1","1","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"B",.,"A",.,"B",.,"A",.,"B",.,"A",.,.,.,.,.,100,8415,"D",8415,8415,8415,8415,8415,.,"A",.,.,.,.,.,100,.,"A",.,.,.,.,.,100,110000,"D",110000,110000,110000,110000,110000,100,0,"D",0,0,0,0,0,0,"D",0,0,0,0,0,.,"A",.,.,.,.,.,100
2530795,51,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A","2","D","2","1","D","3","D","4","D","2","D",.,"A",,"A",.,"A",.,"C","3","D",40,"D",,"A",,"A","5","D","1","D",42,"D",.,"A",4284,"D","1","2","D",2,"2","D",8000,"D","15","D","7","D",.,"A","1","D",.,"A",.,"A",40000,"D",.,"A",.,"A","1",1224,"D",.,"A",0,"D",.,"A",.,"A",,"A",,"A",.,"A",,"A",.,"A",,"A",.,"A",,"A",.,"A",,"A",.,"A","2",,"A","1","1","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,.,.,.,.,100,4284,"D",4284,4284,4284,4284,4284,8000,"D",8000,8000,8000,8000,8000,100,.,"A",.,.,.,.,.,100,40000,"D",40000,40000,40000,40000,40000,100,1224,"D",1224,1224,1224,1224,1224,0,"D",0,0,0,0,0,.,"A",.,.,.,.,.,100
2530805,65,"D",27,"D",648,"D",.,"A",.,"A",.,"A",432,"D","2","D","1","1","D","2","D","3","D","2","D",.,"A",,"A",.,"A",350,"D",,"A",24,"D","1","D",,"A","1","D",,"A",52,"D",.,"A",643,"D","5","2","D",1,,"A",.,"A","10","D","2","D",.,"A","1","D",.,"A",839,"D",8400,"D",.,"A",.,"A","1",0,"D",18,"D",11327,"D",12,"D",.,"A",,"A",,"A",.,"A",,"A",.,"A",,"A",.,"A",,"A",.,"A",,"A",.,"A","2",,"A","2",,"A","2","D",,"A",,"A",,"A",,"A",,"A",,"A",648,"D",.,"A",.,"A",.,"A",432,"D",.,"A",.,.,.,.,.,100,643,"D",643,643,643,643,643,.,"A",.,.,.,.,.,100,839,"D",839,839,839,839,839,100,8400,"D",8400,8400,8400,8400,8400,100,0,"D",0,0,0,0,0,11327,"D",11327,11327,11327,11327,11327,.,"A",.,.,.,.,.,100
2530825,29,"D",.,"C",.,"B",.,"A",.,"A",.,"A",.,"B","2","D","1","1","D","1","D","7","D","1","D",.,"A",,"A",.,"A",2900,"D","3","D",40,"D",,"A",,"A","1","D",,"A",52,"D",6000,"D",5738,"D","1","2","D",1,,"A",.,"A","03","D","2","D",.,"A","1","D",.,"A",.,"A",.,"C",.,"A",.,"A","2",0,"D",.,"C",0,"D",.,"A",.,"A",,"A","09","D",75000,"D",,"A",.,"A",,"A",.,"A",,"A",.,"A",,"A",.,"A","2",,"A","1","1","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"B",.,"A",.,"A",.,"A",.,"B",.,"A",.,.,.,.,.,100,6206,"D",6771,6680,5594,6059,5926,.,"A",.,.,.,.,.,100,.,"A",.,.,.,.,.,100,81122.8,"D",88511,87320,73120,79200,77463,301,0,"D",0,0,0,0,0,0,"D",0,0,0,0,0,.,"A",.,.,.,.,.,100
2530825,51,"D",.,"C",.,"B",.,"A",29513,"T",.,"A",.,"B","2","D","2","1","D","1","D","4","D","2","D",.,"A",,"A",.,"A",17881,"T","3","D",55,"D",,"A",,"A","5","D","1","D",52,"D",.,"A",9224,"D","1","2","D",2,,"A",.,"A","06","D","3","D",32554,"T","1","D",.,"A",.,"A",.,"C",.,"A",.,"A","1",0,"D",.,"C",0,"D",.,"A",.,"A",,"A","11","D",150000,"D",,"A",.,"A",,"A",.,"A",,"A",.,"A",,"A",.,"A","2",,"A","1","1","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"B",.,"A",29128,"T",.,"A",.,"B",.,"A",.,.,.,.,.,100,10597.7,"T",10598,10598,10598,10598,10598,.,"A",.,.,.,.,.,100,.,"A",.,.,.,.,.,100,214930.6,"T",214931,214931,214931,214931,214931,301,0,"D",0,0,0,0,0,0,"D",0,0,0,0,0,.,"A",.,.,.,.,.,100
2530825,3,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A","3",,"A",,"A",,"A",,"A",.,"A",,"A",.,"A",.,"A",,"A",.,"A",,"A",,"A",,"A",,"A",.,"A",.,"A",.,"A","5",,"A",3,,"A",.,"A",,"A",,"A",.,"A",,"A",.,"A",.,"A",.,"A",.,"A",.,"A","2",.,"A",.,"A",.,"A",.,"A",.,"A",,"A",,"A",.,"A",,"A",.,"A",,"A",.,"A",,"A",.,"A",,"A",.,"A","2",,"A","1","1","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,.,.,.,.,.,.,"A",.,.,.,.,.,.,"A",.,.,.,.,.,.,.,"A",.,.,.,.,.,.,.,"A",.,.,.,.,.,.,.,"A",.,.,.,.,.,.,"A",.,.,.,.,.,.,"A",.,.,.,.,.,.
2530865,22,"D",100,"D",3571,"D",.,"A",.,"A",.,"A",.,"A","2","D","1","1","D","1","D","3","D","2","D",.,"A",,"A",.,"A",700,"D",,"A",40,"D",,"A",,"A","1","D",,"A",50,"D",.,"A",1913,"D","5","1","D",1,,"A",.,"A","07","D","2","D",.,"A","1","D",.,"A",.,"A",25000,"D",.,"A",.,"A","1",0,"D",.,"A",0,"D",.,"A",.,"A",,"A",,"A",.,"A",,"A",.,"A",,"A",.,"A",,"A",.,"A",,"A",.,"A","1","2","D","1","1","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",3571,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,.,.,.,.,100,1913,"D",1913,1913,1913,1913,1913,.,"A",.,.,.,.,.,100,.,"A",.,.,.,.,.,100,25000,"D",25000,25000,25000,25000,25000,100,0,"D",0,0,0,0,0,0,"D",0,0,0,0,0,.,"A",.,.,.,.,.,100
2530865,29,"D",120,"D",4400,"D",.,"A",.,"A",.,"A",.,"A","2","D","6","1","D","1","D","5","D","2","D",.,"A",,"A",.,"A",600,"D","3","D",40,"D",,"A",,"A","1","D",,"A",52,"D",.,"A",1683,"D","5","1","D",2,,"A",.,"A","04","D","2","D",.,"A","1","D",.,"A",.,"A",22000,"D",.,"A",.,"A","2",0,"D",.,"A",0,"D",.,"A",.,"A",,"A",,"A",.,"A",,"A",.,"A",,"A",.,"A",,"A",.,"A",,"A",.,"A","1","2","D","1","1","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",4400,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,.,.,.,.,100,1683,"D",1683,1683,1683,1683,1683,.,"A",.,.,.,.,.,100,.,"A",.,.,.,.,.,100,22000,"D",22000,22000,22000,22000,22000,100,0,"D",0,0,0,0,0,0,"D",0,0,0,0,0,.,"A",.,.,.,.,.,100
